17:43:31.181;14733
17:43:31.281;15854
17:43:31.381;12078
17:43:31.481;14343
17:43:31.581;11290
17:43:31.681;15190
17:43:31.781;14306
17:43:31.881;10670
17:43:31.981;14486
17:43:32.081;11060
17:43:32.181;13223
17:43:32.281;10523
17:43:32.381;14234
17:43:32.481;10887
17:43:32.581;12940
17:43:32.681;12692
17:43:32.781;15609
17:43:32.881;15687
17:43:32.981;11562
17:43:33.081;11301
17:43:33.181;13334
17:43:33.281;11602
17:43:33.381;14254
17:43:33.481;11668
17:43:33.581;10024
17:43:33.681;15780
17:43:33.781;11660
17:43:33.881;14923
17:43:33.981;11013
17:43:34.081;13492
17:43:34.181;15361
17:43:34.281;12174
17:43:34.381;15397
17:43:34.481;12834
17:43:34.581;13309
17:43:34.681;10448
17:43:34.781;12664
17:43:34.881;11394
17:43:34.981;12745
17:43:35.081;12079
17:43:35.181;10147
17:43:35.281;11772
17:43:35.381;14921
17:43:35.481;11544
17:43:35.581;13506
17:43:35.681;13105
17:43:35.781;10090
17:43:35.881;12807
17:43:35.981;12491
17:43:36.081;13175
17:43:36.181;15916
17:43:36.281;11950
17:43:36.381;12772
17:43:36.481;12349
17:43:36.581;15106
17:43:36.681;11860
17:43:36.781;14906
17:43:36.881;13929
17:43:36.981;15839
17:43:37.081;10290
17:43:37.181;12166
17:43:37.281;12864
17:43:37.381;14356
17:43:37.481;15687
17:43:37.581;14531
17:43:37.681;14215
17:43:37.781;10029
17:43:37.881;10022
17:43:37.981;12432
17:43:38.081;13036
17:43:38.181;1144
17:43:38.281;1533
17:43:38.381;1951
17:43:38.481;1026
17:43:38.581;1145
17:43:38.681;1852
17:43:38.781;1277
17:43:38.881;1482
17:43:38.981;1225
17:43:39.081;1968
17:43:39.181;11605
17:43:39.281;11838
17:43:39.381;12214
17:43:39.481;15587
17:43:39.581;10229
17:43:39.681;12035
17:43:39.781;12431
17:43:39.881;14465
17:43:39.981;14356
17:43:40.081;11301
17:43:40.181;1760
17:43:40.281;1665
17:43:40.381;1147
17:43:40.481;1740
17:43:40.581;1805
17:43:40.681;1196
17:43:40.781;1948
17:43:40.881;1222
17:43:40.981;1925
17:43:41.081;1001
17:43:41.181;1515
17:43:41.281;1618
17:43:41.381;1769
17:43:41.481;1557
17:43:41.581;1007
17:43:41.681;1259
17:43:41.781;1400
17:43:41.881;1696
17:43:41.981;1257
17:43:42.081;1577
17:43:42.181;1376
17:43:42.281;1431
17:43:42.381;1790
17:43:42.481;1054
17:43:42.581;1515
17:43:42.681;1662
17:43:42.781;1875
17:43:42.881;1509
17:43:42.981;1148
17:43:43.081;1622
17:43:43.181;13451
17:43:43.281;15789
17:43:43.381;10001
17:43:43.481;12528
17:43:43.581;15686
17:43:43.681;12004
17:43:43.781;15307
17:43:43.881;12012
17:43:43.981;14926
17:43:44.081;10395
17:43:44.181;10974
17:43:44.281;13936
17:43:44.381;14984
17:43:44.481;12147
17:43:44.581;12098
17:43:44.681;13814
17:43:44.781;10077
17:43:44.881;14119
17:43:44.981;14716
17:43:45.081;15007
17:43:45.181;11651
17:43:45.281;13425
17:43:45.381;14851
17:43:45.481;15588
17:43:45.581;15331
17:43:45.681;11946
17:43:45.781;15765
17:43:45.881;10468
17:43:45.981;12192
17:43:46.081;10914
17:43:46.181;1079
17:43:46.281;1524
17:43:46.381;1970
17:43:46.481;1985
17:43:46.581;1048
17:43:46.681;1672
17:43:46.781;1666
17:43:46.881;1623
17:43:46.981;1134
17:43:47.081;1248
17:43:47.181;1901
17:43:47.281;1115
17:43:47.381;1898
17:43:47.481;1502
17:43:47.581;1419
17:43:47.681;1710
17:43:47.781;1694
17:43:47.881;1568
17:43:47.981;1316
17:43:48.081;1436
17:43:48.181;1161
17:43:48.281;1209
17:43:48.381;1842
17:43:48.481;1809
17:43:48.581;1798
17:43:48.681;1290
17:43:48.781;1285
17:43:48.881;1443
17:43:48.981;1072
17:43:49.081;1694
17:43:49.181;11231
17:43:49.281;15475
17:43:49.381;13757
17:43:49.481;12918
17:43:49.581;14398
17:43:49.681;12621
17:43:49.781;10054
17:43:49.881;14659
17:43:49.981;14133
17:43:50.081;11650
17:43:50.181;1711
17:43:50.281;1047
17:43:50.381;1595
